t,state,diag,mode,reason,fail_reason,pos_q,motion_q,gyrz_q,alt_q,valid,left,right,delta,cmd_dps,xtrack,along,start_lat,start_lon,target_lat,target_lon
0.0,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.05,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.1,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.15000000000000002,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.2,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.25,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.3,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.35,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.39999999999999997,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.44999999999999996,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.49999999999999994,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.5499999999999999,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.6,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.65,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.7000000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.7500000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.8000000000000002,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.8500000000000002,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.9000000000000002,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
0.9500000000000003,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.0000000000000002,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.0500000000000003,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.1000000000000003,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.1500000000000004,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.2000000000000004,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.2500000000000004,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.3000000000000005,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.3500000000000005,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.4000000000000006,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.4500000000000006,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.5000000000000007,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.5500000000000007,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.6000000000000008,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.6500000000000008,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.7000000000000008,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.7500000000000009,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.800000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.850000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.900000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
1.950000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.000000000000001,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.0500000000000007,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.1000000000000005,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.1500000000000004,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.2,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.25,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.3,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.3499999999999996,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.3999999999999995,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.4499999999999993,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.499999999999999,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.549999999999999,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.5999999999999988,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.6499999999999986,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.6999999999999984,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.7499999999999982,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.799999999999998,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.849999999999998,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.8999999999999977,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.9499999999999975,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
2.9999999999999973,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.049999999999997,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.099999999999997,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.149999999999997,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.1999999999999966,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.2499999999999964,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.2999999999999963,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.349999999999996,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.399999999999996,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.4499999999999957,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.4999999999999956,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.5499999999999954,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.599999999999995,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.649999999999995,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.699999999999995,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.7499999999999947,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.7999999999999945,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.8499999999999943,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.899999999999994,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.949999999999994,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
3.999999999999994,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
4.049999999999994,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
4.099999999999993,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
4.149999999999993,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
4.199999999999993,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
4.249999999999993,0,IDLE,,IDLE,,,,,,,,,,,,,,,,
